PROPERTY TYPE,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_PRICE
Single Family Residential,Milpitas,95035,5789000,3.0,2.0,1700.0,2.0,7.0,8.0,3405.0,5209785.0,40932.0,,,
Townhouse,Milpitas,95035,1461995,3.0,2.5,1948.0,8.0,7.0,6.0,751.0,,10337.0,,,
Townhouse,Milpitas,95035,1461995,3.0,3.0,1948.0,8.0,7.0,6.0,751.0,,10337.0,,,
Townhouse,Milpitas,95035,1181995,3.0,3.0,1475.0,8.0,7.0,6.0,801.0,,8357.0,,,
Townhouse,Milpitas,95035,1373995,3.0,3.0,1769.0,8.0,7.0,6.0,777.0,,9715.0,,,
Townhouse,Milpitas,95035,1373995,3.0,3.0,1769.0,8.0,7.0,6.0,777.0,,9715.0,,,
Townhouse,Milpitas,95035,1400995,3.0,2.5,1855.0,8.0,7.0,6.0,755.0,,9906.0,,,
Single Family Residential,San Jose,95128,899999,3.0,1.0,1040.0,5.0,3.0,6.0,865.0,942691.0,6364.0,899999.0,,
Single Family Residential,Santa Clara,95051,1599800,3.0,2.0,1166.0,5.0,6.0,7.0,1372.0,,11312.0,1599800.0,,
Single Family Residential,Santa Clara,95050,2388800,4.0,3.5,2330.0,6.0,5.0,7.0,1025.0,2376713.0,16890.0,2388800.0,,
Single Family Residential,Santa Clara,95050,2488000,5.0,3.0,2487.0,6.0,,6.0,1000.0,2480485.0,17592.0,2488000.0,,
Single Family Residential,Santa Clara,95051,2100000,4.0,2.5,1670.0,5.0,6.0,7.0,1257.0,2110287.0,14848.0,2100000.0,,
Townhouse,Santa Clara,95050,1518000,3.0,2.5,1778.0,3.0,5.0,7.0,854.0,1519785.0,11070.0,1518000.0,,
Condo/Co-op,Santa Clara,95050,999880,2.0,2.5,1365.0,6.0,5.0,7.0,733.0,1001773.0,7598.0,999880.0,,
Multi-Family (5+ Unit),Santa Clara,95051,3650000,15.0,14.0,7854.0,7.0,6.0,8.0,465.0,,25808.0,,,3650000.0
Townhouse,Santa Clara,95051,1658888,4.0,4.5,2005.0,5.0,6.0,8.0,827.0,,12049.0,1658888.0,,
Condo/Co-op,Santa Clara,95050,600000,2.0,1.0,853.0,3.0,5.0,7.0,703.0,606070.0,4656.0,600000.0,,289950.0
Condo/Co-op,Santa Clara,95051,795000,2.0,2.0,1062.0,7.0,6.0,7.0,749.0,,6273.0,795000.0,,
Townhouse,Santa Clara,95051,1299000,3.0,2.0,1211.0,9.0,8.0,9.0,1073.0,1502924.0,9620.0,1299000.0,,615000.0
Single Family Residential,Santa Clara,95050,1598000,3.0,2.0,1710.0,5.0,5.0,7.0,935.0,1603386.0,11299.0,1598000.0,,
Single Family Residential,Santa Clara,95051,1999950,4.0,2.0,1700.0,7.0,6.0,7.0,1176.0,2176445.0,14141.0,1999950.0,,
Townhouse,Santa Clara,95051,1329000,3.0,2.5,1845.0,8.0,6.0,8.0,720.0,1449596.0,9979.0,1329000.0,,
Single Family Residential,Santa Clara,95051,1638000,4.0,3.0,1623.0,5.0,6.0,8.0,1009.0,1895999.0,11582.0,1638000.0,,
Single Family Residential,Santa Clara,95051,2049000,3.0,2.0,1462.0,7.0,6.0,7.0,1402.0,2084486.0,14488.0,2049000.0,,
Single Family Residential,Santa Clara,95051,2398000,6.0,4.5,3139.0,9.0,5.0,7.0,764.0,2426285.0,16955.0,2398000.0,,
Condo/Co-op,Santa Clara,95051,649000,2.0,1.0,912.0,7.0,6.0,8.0,712.0,653848.0,5278.0,649000.0,,425000.0
Single Family Residential,Cupertino,95014,4850000,5.0,4.5,3779.0,9.0,8.0,9.0,1283.0,4861940.0,34293.0,4850000.0,2500000.0,
Single Family Residential,Santa Clara,95051,1250000,4.0,2.0,1095.0,5.0,6.0,8.0,1142.0,1379190.0,8838.0,1250000.0,,
Multi-Family (2-4 Unit),Santa Clara,95050,1699000,4.0,3.0,2012.0,5.0,5.0,7.0,844.0,1698780.0,12013.0,1699000.0,,
Townhouse,Santa Clara,95051,949000,3.0,2.5,1420.0,7.0,6.0,7.0,668.0,1030096.0,7344.0,949000.0,,345980.0
Multi-Family (2-4 Unit),Santa Clara,95050,1498000,4.0,2.0,1857.0,6.0,5.0,7.0,807.0,1495352.0,10592.0,1498000.0,,
Multi-Family (2-4 Unit),Santa Clara,95051,1598750,4.0,2.0,1762.0,7.0,6.0,7.0,907.0,1580315.0,11304.0,,,1598750.0
Single Family Residential,Santa Clara,95050,1699000,3.0,2.0,2104.0,5.0,5.0,7.0,808.0,1712831.0,12013.0,1699000.0,,
Condo/Co-op,San Jose,95129,588000,1.0,1.0,813.0,9.0,8.0,9.0,723.0,590547.0,4716.0,588000.0,,144888.0
Condo/Co-op,Santa Clara,95054,869999,2.0,2.0,1070.0,,,7.0,813.0,882052.0,6592.0,869999.0,,
Condo/Co-op,Santa Clara,95051,580000,1.0,1.0,862.0,6.0,,6.0,673.0,585262.0,4546.0,580000.0,,439000.0
Condo/Co-op,Santa Clara,95051,695000,2.0,1.5,1065.0,6.0,,6.0,653.0,706695.0,5500.0,695000.0,,
Condo/Co-op,Santa Clara,95054,725000,1.0,1.0,900.0,6.0,5.0,7.0,806.0,757529.0,5540.0,725000.0,750000.0,
Multi-Family (2-4 Unit),Santa Clara,95051,2100000,5.0,3.0,2202.0,9.0,5.0,7.0,954.0,2094774.0,14848.0,2100000.0,,
Multi-Family (2-4 Unit),Santa Clara,95050,1849888,8.0,4.0,2992.0,6.0,6.0,8.0,618.0,,13080.0,1849888.0,,
Single Family Residential,Santa Clara,95050,1788000,4.0,2.5,1954.0,5.0,5.0,7.0,915.0,1797663.0,12642.0,1788000.0,1875500.0,
Condo/Co-op,Santa Clara,95050,798000,2.0,1.5,1020.0,5.0,5.0,7.0,782.0,797520.0,6171.0,798000.0,,
Townhouse,Santa Clara,95054,1188000,3.0,2.5,1526.0,6.0,5.0,7.0,779.0,1250044.0,8650.0,1188000.0,,429950.0
Condo/Co-op,San Jose,95128,1300000,2.0,1.5,1099.0,6.0,,6.0,1183.0,1293987.0,9968.0,1300000.0,1150000.0,
Condo/Co-op,San Jose,95128,1300000,2.0,1.5,1099.0,6.0,,6.0,1183.0,1288675.0,9959.0,1300000.0,,
Condo/Co-op,Santa Clara,95051,1398000,2.0,2.0,1440.0,5.0,6.0,8.0,971.0,1392828.0,10211.0,1398000.0,,
Townhouse,Santa Clara,95054,1458000,4.0,3.0,1930.0,,,7.0,755.0,1466918.0,10508.0,1458000.0,,1349000.0
Townhouse,Santa Clara,95054,698000,1.0,1.5,961.0,6.0,5.0,7.0,726.0,708610.0,5185.0,698000.0,788888.0,
Condo/Co-op,Santa Clara,95051,1018000,1.0,1.0,936.0,5.0,6.0,8.0,1088.0,998530.0,7816.0,1018000.0,1030000.0,
Single Family Residential,Santa Clara,95050,1595000,4.0,2.5,2094.0,3.0,5.0,7.0,762.0,1600104.0,11278.0,1595000.0,1688000.0,
Condo/Co-op,Santa Clara,95051,849000,2.0,2.0,1360.0,7.0,6.0,8.0,624.0,852768.0,6778.0,849000.0,,849000.0
Condo/Co-op,Sunnyvale,94086,1437879,2.0,2.5,1444.0,3.0,5.0,7.0,996.0,1419249.0,10561.0,1437879.0,1512879.0,1437879.0
Condo/Co-op,Santa Clara,95051,649950,2.0,2.0,1012.0,5.0,6.0,7.0,642.0,643778.0,5056.0,649950.0,679950.0,679970.0
Multi-Family (2-4 Unit),Santa Clara,95050,2000000,5.0,4.0,2540.0,5.0,5.0,7.0,787.0,1923520.0,14141.0,2000000.0,,
Single Family Residential,Santa Clara,95050,1599000,3.0,3.5,1764.0,5.0,5.0,7.0,906.0,1570589.0,11306.0,1599000.0,1499950.0,
Single Family Residential,Santa Clara,95050,2199888,3.0,2.0,2074.0,3.0,5.0,7.0,1061.0,2141266.0,15555.0,2199888.0,,
Single Family Residential,Santa Clara,95050,1550000,3.0,2.0,1231.0,5.0,5.0,7.0,1259.0,1560860.0,10959.0,1550000.0,,
Condo/Co-op,Santa Clara,95051,657000,2.0,2.0,956.0,7.0,6.0,7.0,687.0,656293.0,5220.0,657000.0,,
Single Family Residential,Santa Clara,95051,1899888,5.0,3.0,2040.0,5.0,6.0,8.0,931.0,2022736.0,13433.0,1899888.0,1999888.0,2199888.0
Single Family Residential,Santa Clara,95051,1650000,4.0,2.5,1693.0,5.0,6.0,8.0,975.0,1743492.0,11667.0,1650000.0,1748000.0,
Single Family Residential,Santa Clara,95051,1799000,3.0,2.0,1349.0,5.0,6.0,7.0,1334.0,1881661.0,12720.0,1799000.0,,
Condo/Co-op,Santa Clara,95054,858000,2.0,2.0,1070.0,,,7.0,802.0,857694.0,6508.0,858000.0,,849999.0
Townhouse,Santa Clara,95051,1149000,4.0,2.5,1476.0,5.0,6.0,7.0,778.0,,8815.0,1149000.0,1199000.0,
Condo/Co-op,Santa Clara,95051,799000,2.0,1.5,984.0,9.0,5.0,7.0,812.0,777588.0,6149.0,799000.0,850000.0,
Single Family Residential,Santa Clara,95054,1350000,3.0,2.0,1548.0,6.0,5.0,7.0,872.0,,9545.0,1350000.0,1379000.0,1399999.0
Condo/Co-op,Santa Clara,95050,705000,1.0,1.0,760.0,3.0,5.0,7.0,928.0,695614.0,5423.0,705000.0,,425000.0
Single Family Residential,Santa Clara,95050,1698000,4.0,2.5,2436.0,5.0,5.0,7.0,697.0,1749707.0,12006.0,1698000.0,1888000.0,1788000.0
Condo/Co-op,Santa Clara,95051,1599900,4.0,3.5,1940.0,5.0,6.0,8.0,825.0,1567150.0,11638.0,1599900.0,1639999.0,1669999.0
Townhouse,Santa Clara,95050,1498000,3.0,2.5,1778.0,3.0,5.0,7.0,843.0,1478965.0,10929.0,1498000.0,,
Condo/Co-op,Santa Clara,95050,549888,1.0,1.0,716.0,3.0,5.0,7.0,768.0,550264.0,4420.0,,,549888.0
Single Family Residential,Santa Clara,95051,1499000,4.0,2.0,1158.0,6.0,6.0,8.0,1294.0,1516965.0,10599.0,1499000.0,1580000.0,
Condo/Co-op,San Jose,95128,1148000,1.0,1.5,1151.0,6.0,,6.0,997.0,1120547.0,8767.0,1148000.0,,385000.0
Other,Santa Clara,95051,4000000,,,,7.0,6.0,8.0,,,28282.0,4000000.0,,
Single Family Residential,Santa Clara,95050,1825000,4.0,2.0,1493.0,5.0,5.0,7.0,1222.0,1751667.0,12904.0,1825000.0,,
Single Family Residential,Santa Clara,95050,3899900,11.0,8.0,5760.0,5.0,5.0,7.0,677.0,,27575.0,3899900.0,3899900.0,
Multi-Family (2-4 Unit),Santa Clara,95050,1838000,8.0,4.0,3150.0,6.0,6.0,8.0,583.0,1790053.0,12996.0,1838000.0,,
Single Family Residential,Santa Clara,95051,2538888,4.0,2.5,2701.0,8.0,6.0,8.0,940.0,2549929.0,17952.0,2538888.0,2568888.0,2568000.0
Single Family Residential,Santa Clara,95050,1699950,2.0,1.0,1300.0,6.0,5.0,7.0,1308.0,1648377.0,12020.0,1699950.0,,1188000.0
Condo/Co-op,Santa Clara,95050,1411009,2.0,2.0,1609.0,6.0,,6.0,877.0,1386078.0,10357.0,,,
Multi-Family (2-4 Unit),Santa Clara,95050,1550000,4.0,2.0,1311.0,5.0,5.0,7.0,1182.0,,10959.0,1550000.0,,
Single Family Residential,Santa Clara,95051,2200000,2.0,1.0,840.0,5.0,6.0,7.0,2619.0,,15555.0,,,2300000.0
Single Family Residential,Santa Clara,95051,2200000,2.0,1.0,870.0,5.0,6.0,7.0,2529.0,2026216.0,15555.0,,,2300000.0
Vacant Land,Santa Clara,95050,750000,,,,6.0,5.0,7.0,,690562.0,5303.0,750000.0,449000.0,
Condo/Co-op,Santa Clara,95050,1386353,2.0,2.0,1609.0,6.0,,6.0,862.0,1384025.0,9802.0,,,
Condo/Co-op,Santa Clara,95050,1490484,2.0,2.5,1577.0,6.0,,6.0,945.0,1478136.0,10539.0,,,
Condo/Co-op,Santa Clara,95050,1309990,2.0,2.0,1609.0,6.0,,6.0,814.0,,9262.0,,,
Condo/Co-op,Santa Clara,95050,1324990,2.0,2.5,1577.0,6.0,,6.0,840.0,,9369.0,,,
Condo/Co-op,Santa Clara,95050,1259990,2.0,2.0,1413.0,6.0,,6.0,892.0,,8909.0,,,
Condo/Co-op,Dublin,94568,945000,2.0,2.5,1514.0,10.0,9.0,8.0,624.0,948165.0,7069.0,945000.0,,
Single Family Residential,Pleasanton,94588,1550000,4.0,2.0,2200.0,8.0,8.0,9.0,705.0,1588307.0,10995.0,1550000.0,,
Single Family Residential,Pleasanton,94566,1275000,3.0,2.0,1588.0,7.0,8.0,9.0,803.0,1278273.0,9080.0,1275000.0,238500.0,
Single Family Residential,Pleasanton,94588,1698888,4.0,2.5,1948.0,8.0,8.0,9.0,872.0,1691799.0,12060.0,1698888.0,,1499000.0
Townhouse,Pleasanton,94566,1249000,3.0,2.0,1421.0,9.0,8.0,9.0,879.0,1309591.0,8831.0,1249000.0,229950.0,
Townhouse,Pleasanton,94566,825000,2.0,2.0,941.0,9.0,8.0,9.0,877.0,854594.0,6293.0,825000.0,,
Vacant Land,Pleasanton,94566,1849000,,,36876.0,7.0,8.0,9.0,50.0,1877011.0,13094.0,1849000.0,,
Single Family Residential,Pleasanton,94588,1549000,4.0,3.0,2002.0,8.0,8.0,9.0,774.0,,10985.0,1549000.0,,
Single Family Residential,Pleasanton,94588,1410000,3.0,2.0,1434.0,7.0,8.0,9.0,983.0,1418286.0,9970.0,1410000.0,,
Single Family Residential,Pleasanton,94566,1000000,3.0,2.0,1271.0,8.0,8.0,9.0,787.0,1047000.0,7071.0,1000000.0,,
Single Family Residential,Pleasanton,94588,1788800,4.0,3.0,2002.0,8.0,8.0,9.0,894.0,1870908.0,12681.0,1788800.0,,1400000.0
Townhouse,Pleasanton,94588,1069888,3.0,2.5,1503.0,7.0,8.0,9.0,712.0,1094510.0,7844.0,1069888.0,,480000.0
Single Family Residential,Pleasanton,94566,1849999,4.0,3.0,2033.0,8.0,8.0,9.0,910.0,1920066.0,13226.0,1849999.0,,1599000.0
Single Family Residential,Pleasanton,94566,2525000,6.0,5.0,3547.0,7.0,8.0,9.0,712.0,2540183.0,17853.0,2525000.0,,
Mobile/Manufactured Home,Pleasanton,94566,499000,3.0,2.0,1980.0,9.0,8.0,9.0,252.0,494348.0,3528.0,499000.0,72500.0,
Single Family Residential,Pleasanton,94566,1488888,3.0,2.5,1789.0,8.0,8.0,9.0,832.0,1498953.0,10707.0,1488888.0,,
Single Family Residential,Pleasanton,94566,2388000,5.0,4.5,3067.0,7.0,8.0,9.0,779.0,2431215.0,17060.0,2388000.0,,
Condo/Co-op,Pleasanton,94566,530000,2.0,1.5,948.0,8.0,8.0,9.0,559.0,533548.0,4493.0,530000.0,414900.0,
Single Family Residential,Pleasanton,94566,3875000,4.0,3.5,4500.0,8.0,8.0,9.0,861.0,3868614.0,27674.0,3875000.0,,1625000.0
Single Family Residential,Pleasanton,94588,1799888,4.0,2.5,2192.0,9.0,8.0,9.0,821.0,1808356.0,12926.0,,,1799888.0
Townhouse,Pleasanton,94588,818000,2.0,2.5,1190.0,8.0,8.0,9.0,687.0,827409.0,6194.0,818000.0,,650000.0
Single Family Residential,Pleasanton,94588,1700000,4.0,2.5,1974.0,9.0,8.0,9.0,861.0,1699566.0,12170.0,1700000.0,,
Multi-Family (2-4 Unit),Pleasanton,94566,2500000,8.0,,4993.0,8.0,8.0,9.0,501.0,2431590.0,16679.0,2500000.0,,
Single Family Residential,Pleasanton,94566,1725000,3.0,2.0,1700.0,8.0,8.0,9.0,1015.0,1756723.0,12197.0,1725000.0,,1055000.0
Single Family Residential,Pleasanton,94566,1599000,4.0,3.0,2301.0,7.0,8.0,9.0,695.0,1594437.0,11499.0,,1499000.0,
Townhouse,Pleasanton,94566,774000,2.0,2.0,1198.0,9.0,8.0,9.0,646.0,774073.0,5990.0,774000.0,799000.0,
Single Family Residential,Pleasanton,94566,1900000,4.0,3.5,2954.0,7.0,8.0,9.0,643.0,1881365.0,13434.0,1900000.0,,
Condo/Co-op,Pleasanton,94566,990000,3.0,2.5,1446.0,7.0,8.0,9.0,685.0,989723.0,7515.0,,,990000.0
Townhouse,Pleasanton,94588,798950,3.0,1.5,1242.0,8.0,8.0,9.0,643.0,803579.0,5879.0,798950.0,,471000.0
Condo/Co-op,Pleasanton,94566,454900,1.0,1.0,611.0,8.0,8.0,9.0,745.0,447704.0,3576.0,454900.0,460000.0,
Single Family Residential,Pleasanton,94566,2799000,6.0,4.5,4150.0,7.0,8.0,9.0,674.0,2743296.0,19887.0,,,
Vacant Land,Pleasanton,94566,1525000,,,16187.0,7.0,8.0,9.0,94.0,1346849.0,10783.0,1525000.0,1625000.0,
Condo/Co-op,Pleasanton,94588,715000,3.0,2.0,1257.0,8.0,8.0,9.0,569.0,701646.0,5722.0,715000.0,724900.0,749900.0
Single Family Residential,Pleasanton,94566,8998000,7.0,6.0,6535.0,9.0,8.0,9.0,1377.0,8548013.0,63744.0,8998000.0,,6950000.0
Single Family Residential,Pleasanton,94566,3728474,5.0,5.5,4035.0,9.0,8.0,9.0,924.0,,26593.0,3728474.0,3659995.0,
Single Family Residential,Pleasanton,94566,3859326,5.0,5.5,4035.0,9.0,8.0,9.0,956.0,,27518.0,3859326.0,,
Single Family Residential,Pleasanton,94566,2888000,4.0,3.0,3252.0,8.0,8.0,9.0,888.0,2837479.0,20695.0,2888000.0,2500000.0,
Mobile/Manufactured Home,Pleasanton,94566,280000,2.0,2.0,1188.0,9.0,8.0,9.0,236.0,277955.0,1980.0,280000.0,295000.0,
Single Family Residential,Pleasanton,94566,2799000,6.0,6.5,3648.0,8.0,8.0,9.0,767.0,2715428.0,19791.0,2799000.0,2875000.0,
Single Family Residential,Pleasanton,94566,2199999,4.0,3.0,2284.0,8.0,8.0,9.0,963.0,2142619.0,15555.0,2199999.0,,849000.0
Vacant Land,Pleasanton,94566,3360000,,,152460.0,7.0,8.0,9.0,22.0,3121753.0,23757.0,3360000.0,,1000000.0
Single Family Residential,Pleasanton,94588,1485000,4.0,3.0,1835.0,7.0,8.0,9.0,809.0,1473339.0,10500.0,1485000.0,,
Single Family Residential,Pleasanton,94566,1749000,4.0,3.0,2636.0,8.0,8.0,9.0,664.0,1732202.0,12367.0,1749000.0,1799000.0,1879000.0
Single Family Residential,Pleasanton,94566,1850000,4.0,2.5,2162.0,8.0,8.0,9.0,856.0,1839108.0,13081.0,1850000.0,1950000.0,
Single Family Residential,Pleasanton,94566,3799995,5.0,5.5,4340.0,9.0,8.0,9.0,876.0,3680475.0,27098.0,3799995.0,4345329.0,3650000.0
Single Family Residential,Pleasanton,94588,3599000,5.0,4.0,5120.0,8.0,8.0,9.0,703.0,3484027.0,25776.0,3599000.0,3645000.0,
Mobile/Manufactured Home,Pleasanton,94566,150000,2.0,2.0,960.0,9.0,8.0,9.0,156.0,146285.0,1061.0,150000.0,160000.0,
Single Family Residential,Pleasanton,94566,2500000,4.0,3.0,3723.0,7.0,8.0,9.0,672.0,2388294.0,17685.0,2500000.0,,
Other,Pleasanton,94588,7500000,6.0,3.0,3354.0,,,,2236.0,,53030.0,7500000.0,,
Vacant Land,Pleasanton,94566,1500000,,,65340.0,7.0,8.0,9.0,23.0,1397031.0,10606.0,1500000.0,,
Single Family Residential,Pleasanton,94566,5500000,4.0,5.0,3455.0,7.0,8.0,9.0,1592.0,5162662.0,38888.0,5500000.0,,
Mobile/Manufactured Home,Pleasanton,94566,219900,2.0,2.0,1440.0,9.0,8.0,9.0,153.0,212633.0,1555.0,,,219900.0
Single Family Residential,Pleasanton,94566,2650000,6.0,5.0,3547.0,7.0,8.0,9.0,747.0,2601203.0,18737.0,,,2650000.0
Vacant Land,Pleasanton,94566,1800000,,,1863028.0,7.0,8.0,9.0,1.0,1600089.0,12727.0,1800000.0,2300000.0,
Vacant Land,Pleasanton,94588,3800000,,,1829084.0,8.0,8.0,9.0,2.0,3224161.0,26868.0,3800000.0,,
Condo/Co-op,Dublin,94568,1180000,3.0,3.5,1962.0,10.0,9.0,8.0,601.0,1166232.0,8733.0,1180000.0,,808256.0
Vacant Land,Pleasanton,94588,1500000,,,223027.0,9.0,9.0,10.0,7.0,,10606.0,1500000.0,1650000.0,1780000.0
Vacant Land,Pleasanton,94588,4500000,,,731808.0,8.0,8.0,9.0,6.0,4023468.0,31818.0,4500000.0,,
Single Family Residential,Pleasanton,94588,7950000,5.0,5.5,6500.0,8.0,8.0,9.0,1223.0,7454252.0,56211.0,7950000.0,8950000.0,
Vacant Land,Pleasanton,94566,1298000,,,45259.0,7.0,8.0,9.0,29.0,1179216.0,9178.0,1298000.0,1350000.0,
Mobile/Manufactured Home,Pleasanton,94566,199000,2.0,2.0,1040.0,9.0,8.0,9.0,191.0,192369.0,1407.0,199000.0,228888.0,239000.0
Single Family Residential,Danville,94588,4100000,4.0,6.5,7500.0,9.0,9.0,10.0,547.0,3886537.0,28990.0,,,4100000.0
Single Family Residential,Pleasanton,94566,3859326,5.0,5.5,4035.0,9.0,8.0,9.0,956.0,3467311.0,27288.0,,,
Single Family Residential,Pleasanton,94566,4024995,5.0,5.5,4598.0,9.0,8.0,9.0,875.0,,28459.0,,,
Single Family Residential,Pleasanton,94566,3924995,5.0,5.5,4327.0,9.0,8.0,9.0,907.0,,27752.0,,,
Single Family Residential,Pleasanton,94566,3494995,5.0,5.5,4035.0,9.0,8.0,9.0,866.0,,24712.0,,,
Single Family Residential,Morgan Hill,95037,1600000,5.0,3.0,2806.0,,5.0,5.0,570.0,1600075.0,11478.0,1600000.0,,
Single Family Residential,Morgan Hill,95037,1299000,4.0,3.0,1952.0,6.0,5.0,8.0,665.0,1299224.0,9344.0,1299000.0,,
Condo/Co-op,Morgan Hill,95037,499000,1.0,1.0,672.0,6.0,5.0,8.0,743.0,499452.0,3941.0,499000.0,,
Mobile/Manufactured Home,Morgan Hill,95037,279000,2.0,2.0,1680.0,4.0,5.0,8.0,166.0,277453.0,1973.0,279000.0,,120000.0
Single Family Residential,Morgan Hill,95037,1318000,4.0,2.5,1895.0,6.0,5.0,5.0,696.0,1315768.0,9605.0,1318000.0,,
Single Family Residential,Morgan Hill,95037,2178800,4.0,3.0,2820.0,6.0,5.0,5.0,773.0,2174834.0,15691.0,2178800.0,,
Single Family Residential,Morgan Hill,95037,1399999,4.0,2.5,2576.0,4.0,5.0,8.0,543.0,1402573.0,9899.0,1399999.0,,419000.0
Townhouse,Morgan Hill,95037,799999,3.0,3.5,1673.0,6.0,5.0,8.0,478.0,849467.0,6002.0,799999.0,,
Single Family Residential,Morgan Hill,95037,585000,4.0,2.0,1000.0,5.0,5.0,8.0,585.0,589315.0,4136.0,585000.0,,
Single Family Residential,Morgan Hill,95037,1250000,4.0,2.0,2028.0,,5.0,5.0,616.0,1246916.0,8838.0,1250000.0,,
Single Family Residential,Morgan Hill,95037,2299000,5.0,4.0,5055.0,6.0,5.0,5.0,455.0,2288760.0,16343.0,2299000.0,,899950.0
Single Family Residential,Morgan Hill,95037,1725000,4.0,3.5,3130.0,4.0,5.0,8.0,551.0,1723739.0,12312.0,1725000.0,,
Single Family Residential,Morgan Hill,95037,1449000,4.0,2.5,2847.0,6.0,5.0,5.0,509.0,1457509.0,10333.0,1449000.0,,699000.0
Single Family Residential,Morgan Hill,95037,2999999,5.0,5.5,4477.0,6.0,5.0,8.0,670.0,2978979.0,21587.0,2999999.0,,
Single Family Residential,Morgan Hill,95037,2849000,5.0,3.5,3894.0,6.0,5.0,5.0,732.0,2855427.0,20144.0,2849000.0,,
Single Family Residential,Morgan Hill,95037,1300000,5.0,3.0,3188.0,,5.0,8.0,408.0,1295055.0,9192.0,,,1300000.0
Single Family Residential,Morgan Hill,95037,1199000,4.0,2.0,1808.0,6.0,5.0,8.0,663.0,1213432.0,8478.0,1199000.0,1259000.0,
Single Family Residential,Morgan Hill,95037,1149950,3.0,2.0,1638.0,,5.0,5.0,702.0,1153566.0,8131.0,1149950.0,,
Single Family Residential,Morgan Hill,95037,1650000,5.0,4.0,3063.0,6.0,5.0,8.0,539.0,1656172.0,11762.0,1650000.0,,1100000.0
Single Family Residential,Morgan Hill,95037,1899988,4.0,2.5,2195.0,6.0,5.0,5.0,866.0,1918250.0,13434.0,1899988.0,,635000.0
Multi-Family (2-4 Unit),Morgan Hill,95037,950000,5.0,2.0,1470.0,5.0,5.0,8.0,646.0,949474.0,6717.0,950000.0,,
Single Family Residential,Morgan Hill,95037,1149000,3.0,4.0,2348.0,6.0,5.0,5.0,489.0,1152887.0,8212.0,1149000.0,,
Single Family Residential,Morgan Hill,95037,1495000,3.0,2.0,1960.0,,5.0,5.0,763.0,1498304.0,10608.0,,,1495000.0
Single Family Residential,Morgan Hill,95037,2700000,6.0,3.0,1680.0,,5.0,5.0,1607.0,2681241.0,19091.0,2700000.0,,
Vacant Land,Morgan Hill,95141,1649000,,,540144.0,4.0,5.0,8.0,3.0,1601394.0,11659.0,1649000.0,,
Single Family Residential,Morgan Hill,95037,1858888,4.0,3.5,2894.0,4.0,5.0,8.0,642.0,1850787.0,13143.0,1858888.0,,
Single Family Residential,Morgan Hill,95037,1898000,5.0,4.5,3165.0,4.0,5.0,8.0,600.0,1886576.0,13420.0,1898000.0,,
Single Family Residential,Morgan Hill,95037,1388800,5.0,3.0,2372.0,,5.0,5.0,585.0,1381426.0,9857.0,1388800.0,,
Single Family Residential,Morgan Hill,95037,520000,1.0,1.0,587.0,5.0,5.0,8.0,886.0,529793.0,3897.0,520000.0,,
Condo/Co-op,Morgan Hill,95037,1034000,3.0,3.5,1731.0,6.0,5.0,8.0,597.0,1034607.0,7695.0,1034000.0,,
Mobile/Manufactured Home,Morgan Hill,95037,220000,2.0,2.0,840.0,4.0,5.0,8.0,262.0,216776.0,1556.0,220000.0,229000.0,
Single Family Residential,Morgan Hill,95037,1499999,4.0,3.5,3053.0,,5.0,8.0,491.0,,10606.0,,,1499999.0
Townhouse,Morgan Hill,95037,879000,3.0,2.5,1836.0,,5.0,8.0,479.0,877448.0,6635.0,879000.0,,
Vacant Land,Morgan Hill,95037,695000,,,,5.0,5.0,8.0,,669865.0,5064.0,695000.0,,
Vacant Land,Morgan Hill,95037,240000,,,,6.0,5.0,5.0,,222796.0,1780.0,,,
Vacant Land,Morgan Hill,95037,1100000,,,,,,,,1070445.0,7778.0,1100000.0,,
Vacant Land,Morgan Hill,95037,1100000,,,,,,,,1091279.0,7778.0,1100000.0,,
Single Family Residential,Morgan Hill,95037,2200000,4.0,2.0,3000.0,4.0,5.0,8.0,733.0,2169836.0,15555.0,2200000.0,,
Condo/Co-op,Morgan Hill,95037,786500,3.0,2.5,1680.0,6.0,5.0,8.0,468.0,787155.0,6006.0,786500.0,,
Mobile/Manufactured Home,Morgan Hill,95037,435000,2.0,3.0,1296.0,,5.0,8.0,336.0,432046.0,3076.0,435000.0,,375000.0
Single Family Residential,Morgan Hill,95037,1399000,4.0,3.0,2548.0,4.0,5.0,8.0,549.0,1377581.0,9892.0,1399000.0,,849000.0
Condo/Co-op,Morgan Hill,95037,1078000,3.0,3.5,1651.0,6.0,5.0,8.0,653.0,1077994.0,8006.0,1078000.0,1078000.0,
Single Family Residential,Morgan Hill,95037,988000,4.0,2.0,1907.0,,5.0,5.0,518.0,986899.0,6986.0,,,988000.0
Single Family Residential,Morgan Hill,95037,1575000,4.0,3.0,2509.0,,5.0,5.0,628.0,1551902.0,11173.0,1575000.0,,679950.0
